candidate_number,name_ar,name_en,governorate,party,gender,additional_info
7615,المرشح العراقي 7615,Iraqi Candidate 7615,واسط,دولة القانون,ذكر,معلومات إضافية للمرشح 7615
7616,المرشح العراقي 7616,Iraqi Candidate 7616,دهوك,الاتحاد الوطني الكردستاني,ذكر,معلومات إضافية للمرشح 7616
7617,المرشح العراقي 7617,Iraqi Candidate 7617,نينوى,حركة امتداد,ذكر,معلومات إضافية للمرشح 7617
7618,المرشح العراقي 7618,Iraqi Candidate 7618,ذي قار,سائرون,أنثى,معلومات إضافية للمرشح 7618
7619,المرشح العراقي 7619,Iraqi Candidate 7619,بابل,الوطنية,ذكر,معلومات إضافية للمرشح 7619
7620,المرشح العراقي 7620,Iraqi Candidate 7620,نينوى,سائرون,ذكر,معلومات إضافية للمرشح 7620
7621,المرشح العراقي 7621,Iraqi Candidate 7621,ذي قار,الحكمة,ذكر,معلومات إضافية للمرشح 7621
7622,المرشح العراقي 7622,Iraqi Candidate 7622,نينوى,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 7622
7623,المرشح العراقي 7623,Iraqi Candidate 7623,ذي قار,تحالف عزم,ذكر,معلومات إضافية للمرشح 7623
7624,المرشح العراقي 7624,Iraqi Candidate 7624,دهوك,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 7624
7625,المرشح العراقي 7625,Iraqi Candidate 7625,كركوك,الحزب الديمقراطي الكردستاني,ذكر,معلومات إضافية للمرشح 7625
7626,المرشح العراقي 7626,Iraqi Candidate 7626,دهوك,الفتح,ذكر,معلومات إضافية للمرشح 7626
7627,المرشح العراقي 7627,Iraqi Candidate 7627,دهوك,حركة امتداد,ذكر,معلومات إضافية للمرشح 7627
7628,المرشح العراقي 7628,Iraqi Candidate 7628,ذي قار,العزم,ذكر,معلومات إضافية للمرشح 7628
7629,المرشح العراقي 7629,Iraqi Candidate 7629,الأنبار,تحالف السيادة,ذكر,معلومات إضافية للمرشح 7629
7630,المرشح العراقي 7630,Iraqi Candidate 7630,ذي قار,سائرون,ذكر,معلومات إضافية للمرشح 7630
7631,المرشح العراقي 7631,Iraqi Candidate 7631,ذي قار,الوطنية,أنثى,معلومات إضافية للمرشح 7631
7632,المرشح العراقي 7632,Iraqi Candidate 7632,نجف,الحزب الديمقراطي الكردستاني,ذكر,معلومات إضافية للمرشح 7632
7633,المرشح العراقي 7633,Iraqi Candidate 7633,واسط,سائرون,ذكر,معلومات إضافية للمرشح 7633
7634,المرشح العراقي 7634,Iraqi Candidate 7634,صلاح الدين,تحالف عزم,ذكر,معلومات إضافية للمرشح 7634
7635,المرشح العراقي 7635,Iraqi Candidate 7635,بغداد,تحالف السيادة,ذكر,معلومات إضافية للمرشح 7635
7636,المرشح العراقي 7636,Iraqi Candidate 7636,ديالى,دولة القانون,ذكر,معلومات إضافية للمرشح 7636
7637,المرشح العراقي 7637,Iraqi Candidate 7637,القادسية,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 7637
7638,المرشح العراقي 7638,Iraqi Candidate 7638,نينوى,دولة القانون,ذكر,معلومات إضافية للمرشح 7638
7639,المرشح العراقي 7639,Iraqi Candidate 7639,الحلة,دولة القانون,أنثى,معلومات إضافية للمرشح 7639
7640,المرشح العراقي 7640,Iraqi Candidate 7640,البصرة,تحالف السيادة,أنثى,معلومات إضافية للمرشح 7640
7641,المرشح العراقي 7641,Iraqi Candidate 7641,السليمانية,تحالف عزم,ذكر,معلومات إضافية للمرشح 7641
7642,المرشح العراقي 7642,Iraqi Candidate 7642,البصرة,تحالف السيادة,ذكر,معلومات إضافية للمرشح 7642
7643,المرشح العراقي 7643,Iraqi Candidate 7643,بابل,العزم,أنثى,معلومات إضافية للمرشح 7643
7644,المرشح العراقي 7644,Iraqi Candidate 7644,ذي قار,تقدم,ذكر,معلومات إضافية للمرشح 7644
7645,المرشح العراقي 7645,Iraqi Candidate 7645,كربلاء,النصر,أنثى,معلومات إضافية للمرشح 7645
7646,المرشح العراقي 7646,Iraqi Candidate 7646,القادسية,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 7646
7647,المرشح العراقي 7647,Iraqi Candidate 7647,دهوك,النصر,أنثى,معلومات إضافية للمرشح 7647
7648,المرشح العراقي 7648,Iraqi Candidate 7648,الحلة,الفتح,ذكر,معلومات إضافية للمرشح 7648
7649,المرشح العراقي 7649,Iraqi Candidate 7649,نينوى,الوطنية,أنثى,معلومات إضافية للمرشح 7649
7650,المرشح العراقي 7650,Iraqi Candidate 7650,واسط,دولة القانون,ذكر,معلومات إضافية للمرشح 7650
7651,المرشح العراقي 7651,Iraqi Candidate 7651,الأنبار,الحزب الشيوعي العراقي,ذكر,معلومات إضافية للمرشح 7651
7652,المرشح العراقي 7652,Iraqi Candidate 7652,السليمانية,حركة امتداد,ذكر,معلومات إضافية للمرشح 7652
7653,المرشح العراقي 7653,Iraqi Candidate 7653,المثنى,العزم,ذكر,معلومات إضافية للمرشح 7653
7654,المرشح العراقي 7654,Iraqi Candidate 7654,كربلاء,النصر,ذكر,معلومات إضافية للمرشح 7654
7655,المرشح العراقي 7655,Iraqi Candidate 7655,بابل,الحكمة,ذكر,معلومات إضافية للمرشح 7655
7656,المرشح العراقي 7656,Iraqi Candidate 7656,ديالى,تحالف عزم,ذكر,معلومات إضافية للمرشح 7656
7657,المرشح العراقي 7657,Iraqi Candidate 7657,كركوك,حركة امتداد,أنثى,معلومات إضافية للمرشح 7657
7658,المرشح العراقي 7658,Iraqi Candidate 7658,بابل,حركة امتداد,أنثى,معلومات إضافية للمرشح 7658
7659,المرشح العراقي 7659,Iraqi Candidate 7659,القادسية,الحكمة,ذكر,معلومات إضافية للمرشح 7659
7660,المرشح العراقي 7660,Iraqi Candidate 7660,صلاح الدين,النصر,ذكر,معلومات إضافية للمرشح 7660
7661,المرشح العراقي 7661,Iraqi Candidate 7661,المثنى,تحالف السيادة,أنثى,معلومات إضافية للمرشح 7661
7662,المرشح العراقي 7662,Iraqi Candidate 7662,ديالى,تحالف عزم,أنثى,معلومات إضافية للمرشح 7662
7663,المرشح العراقي 7663,Iraqi Candidate 7663,البصرة,الحكمة,أنثى,معلومات إضافية للمرشح 7663
7664,المرشح العراقي 7664,Iraqi Candidate 7664,السليمانية,سائرون,أنثى,معلومات إضافية للمرشح 7664
7665,المرشح العراقي 7665,Iraqi Candidate 7665,كركوك,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 7665
7666,المرشح العراقي 7666,Iraqi Candidate 7666,البصرة,النصر,أنثى,معلومات إضافية للمرشح 7666
7667,المرشح العراقي 7667,Iraqi Candidate 7667,ميسان,سائرون,أنثى,معلومات إضافية للمرشح 7667
7668,المرشح العراقي 7668,Iraqi Candidate 7668,كركوك,تحالف السيادة,أنثى,معلومات إضافية للمرشح 7668
7669,المرشح العراقي 7669,Iraqi Candidate 7669,نجف,دولة القانون,ذكر,معلومات إضافية للمرشح 7669
7670,المرشح العراقي 7670,Iraqi Candidate 7670,ديالى,الفتح,أنثى,معلومات إضافية للمرشح 7670
7671,المرشح العراقي 7671,Iraqi Candidate 7671,كركوك,النصر,أنثى,معلومات إضافية للمرشح 7671
7672,المرشح العراقي 7672,Iraqi Candidate 7672,السليمانية,سائرون,أنثى,معلومات إضافية للمرشح 7672
7673,المرشح العراقي 7673,Iraqi Candidate 7673,الحلة,الاتحاد الوطني الكردستاني,أنثى,معلومات إضافية للمرشح 7673
7674,المرشح العراقي 7674,Iraqi Candidate 7674,كركوك,الوطنية,أنثى,معلومات إضافية للمرشح 7674
7675,المرشح العراقي 7675,Iraqi Candidate 7675,واسط,العزم,أنثى,معلومات إضافية للمرشح 7675
7676,المرشح العراقي 7676,Iraqi Candidate 7676,ديالى,سائرون,أنثى,معلومات إضافية للمرشح 7676
7677,المرشح العراقي 7677,Iraqi Candidate 7677,الأنبار,دولة القانون,ذكر,معلومات إضافية للمرشح 7677
7678,المرشح العراقي 7678,Iraqi Candidate 7678,البصرة,الوطنية,أنثى,معلومات إضافية للمرشح 7678
7679,المرشح العراقي 7679,Iraqi Candidate 7679,بابل,الفتح,أنثى,معلومات إضافية للمرشح 7679
7680,المرشح العراقي 7680,Iraqi Candidate 7680,أربيل,دولة القانون,ذكر,معلومات إضافية للمرشح 7680
7681,المرشح العراقي 7681,Iraqi Candidate 7681,ذي قار,تحالف السيادة,ذكر,معلومات إضافية للمرشح 7681
7682,المرشح العراقي 7682,Iraqi Candidate 7682,أربيل,سائرون,أنثى,معلومات إضافية للمرشح 7682
7683,المرشح العراقي 7683,Iraqi Candidate 7683,الحلة,الفتح,أنثى,معلومات إضافية للمرشح 7683
7684,المرشح العراقي 7684,Iraqi Candidate 7684,كربلاء,الاتحاد الوطني الكردستاني,أنثى,معلومات إضافية للمرشح 7684
7685,المرشح العراقي 7685,Iraqi Candidate 7685,بابل,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 7685
7686,المرشح العراقي 7686,Iraqi Candidate 7686,واسط,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 7686
7687,المرشح العراقي 7687,Iraqi Candidate 7687,ذي قار,الفتح,ذكر,معلومات إضافية للمرشح 7687
7688,المرشح العراقي 7688,Iraqi Candidate 7688,واسط,تحالف السيادة,أنثى,معلومات إضافية للمرشح 7688
7689,المرشح العراقي 7689,Iraqi Candidate 7689,البصرة,تقدم,ذكر,معلومات إضافية للمرشح 7689
7690,المرشح العراقي 7690,Iraqi Candidate 7690,الحلة,تقدم,أنثى,معلومات إضافية للمرشح 7690
7691,المرشح العراقي 7691,Iraqi Candidate 7691,السليمانية,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 7691
7692,المرشح العراقي 7692,Iraqi Candidate 7692,ذي قار,العزم,ذكر,معلومات إضافية للمرشح 7692
7693,المرشح العراقي 7693,Iraqi Candidate 7693,نجف,دولة القانون,أنثى,معلومات إضافية للمرشح 7693
7694,المرشح العراقي 7694,Iraqi Candidate 7694,الحلة,تحالف عزم,أنثى,معلومات إضافية للمرشح 7694
7695,المرشح العراقي 7695,Iraqi Candidate 7695,أربيل,العزم,ذكر,معلومات إضافية للمرشح 7695
7696,المرشح العراقي 7696,Iraqi Candidate 7696,السليمانية,تقدم,ذكر,معلومات إضافية للمرشح 7696
7697,المرشح العراقي 7697,Iraqi Candidate 7697,ديالى,تحالف السيادة,ذكر,معلومات إضافية للمرشح 7697
7698,المرشح العراقي 7698,Iraqi Candidate 7698,واسط,العزم,ذكر,معلومات إضافية للمرشح 7698
7699,المرشح العراقي 7699,Iraqi Candidate 7699,ذي قار,النصر,ذكر,معلومات إضافية للمرشح 7699
7700,المرشح العراقي 7700,Iraqi Candidate 7700,الحلة,النصر,أنثى,معلومات إضافية للمرشح 7700
7701,المرشح العراقي 7701,Iraqi Candidate 7701,دهوك,الحكمة,ذكر,معلومات إضافية للمرشح 7701
